ID,Name,Latitude,Longitude,Glottocode,Name_and_ID_in_source,xd_id,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_ID,origLat,origLong,comment,glottocode_comment,region
Ij7,Mangarevans,-23.12,-134.97,mang1401,Mangarevans (Ij7),xd896,,1900,,,-20,-134,Revised,,South-Central Pacific
Ij8,Tahitians,-17.71,-149.54,tahi1242,Tahitians (Ij8),xd897,Society Islanders,1900,,,-18,-150,Revised,,South-Central Pacific
Ij9,Easter Islanders,-27.12,-109.36,rapa1244,Easter Island (Ij9),xd898,Easter Island,1860,Rapa nui (OY02),OY02,-27,-190,Revised,,South-Central Pacific
Aa9,Hadza,-3,35,hadz1240,Hatsa Kindiga (Aa9),xd9,Hadzabe; Hatsa Kindiga; Hadza; Kindiga,1910,,,-3,35,Original,,East Tropical Africa
Ad22,Sukuma,-3,34,suku1261,Sukuma (Ad22),xd90,Basukuma; Wassukuma,1950,,,-3,34,Original,,East Tropical Africa
Ad23,Sangu,-8,34,sang1330,Sangu (Ad23),xd91,Rori,1910,,,-8,34,Original,,East Tropical Africa
Ad24,Gogo,-7,36,gogo1263,Gogo (Ad24),xd92,Wagogo,1910,,,-7,36,Original,,East Tropical Africa
Ad25,Rangi,-5,36,lang1320,Rangi (Ad25),xd93,Irangi; Langi; Warangi,1900,,,-5,36,Original,,East Tropical Africa
Ad26,Turu,-5,34,nyat1246,Turu (Ad26),xd94,Lima; Walimi; Waniaturu,1910,,,-5,34,Original,,East Tropical Africa
Ad27,Kwere,-7,39,kwer1261,Kwere (Ad27),xd95,Wakwere,1880,,,-7,39,Original,,East Tropical Africa
Ad28,Zigula,-5.84,38.79,zigu1242,Zigula (Ad28),xd96,Seguha; Wazigua; Zegura,1880,,,-6,39,Revised,,East Tropical Africa
Ad29,Hadimu,-6.07,39.43,pemb1239,Hadimu (Ad29),xd97,Wahadimu,1930,,,-6,40,Revised,,East Tropical Africa
Ad3,Chagga,-3,37,moch1256,Chagga (Ad3),xd98,Dschagga; Wachagga,1910,Chagga (FN04),FN04,-3,37,Original,,East Tropical Africa
Ad30,Digo,-4,39,digo1243,Digo (Ad30),xd99,Adigo; Wadigo,1890,,,-4,39,Original,,East Tropical Africa
Nd26,Wadatkuht,41,-120,sout2967,Wadatkuht (Nd26),xd992,Honey Lake Paiute,1870,Northern Paiute (NR13),NR13,41,-120,Original,,Southwestern U.S.A.
Nd39,Spring Valley Shoshoni,40,-115,west2622,Spring Valley (Nd39),xd995,Spring Valley; Snake Valley Shoshoni; Antelope Valley Shoshoni,1870,,,40,-115,Original,,Southwestern U.S.A.
